time,lat,lon,alt
626.3489509999999,55.4749311,10.3261345,50.0
626.510855,55.474931,10.3261345,50.0
626.711876,55.474931,10.3261345,50.0
626.909035,55.4749309,10.3261345,50.0
627.108883,55.4749309,10.3261346,50.0
627.313985,55.474930799999996,10.3261345,50.0
627.513485,55.474930799999996,10.3261346,50.0
627.714613,55.474930699999994,10.3261346,50.0
627.9346489999999,55.474930699999994,10.3261346,50.0
628.122951,55.4749306,10.3261346,50.0
628.313546,55.4749306,10.326134699999999,50.0
628.511807,55.4749305,10.326134699999999,50.0
628.717006,55.4749304,10.326134699999999,50.0
628.914496,55.4749304,10.326134699999999,50.0
629.134098,55.4749303,10.326134699999999,50.0
629.309815,55.4749303,10.326134699999999,50.0
629.5108789999999,55.474930199999996,10.3261348,50.0
629.716876,55.474930199999996,10.3261348,50.0
629.918999,55.474930099999995,10.3261349,50.0
630.109471,55.47493,10.3261349,50.0
630.308909,55.47493,10.3261349,50.0
630.507537,55.4749299,10.326134999999999,50.0
630.711875,55.4749299,10.326134999999999,50.0
630.91198,55.4749299,10.3261349,50.0
631.1078769999999,55.4749298,10.326134999999999,50.0
631.306917,55.4749298,10.3261351,50.0
631.512874,55.4749297,10.326134999999999,50.0
631.709884,55.4749297,10.326134999999999,50.0
631.911887,55.474929599999996,10.3261351,50.0
632.108205,55.474929499999995,10.3261352,50.0
632.313224,55.4749294,10.3261352,50.0
632.508918,55.4749294,10.326135299999999,50.0
632.713026,55.4749294,10.3261352,50.0
632.9098839999999,55.4749293,10.326135299999999,50.0
633.1120179999999,55.4749292,10.3261354,50.0
633.30889,55.4749292,10.3261354,50.0
633.514876,55.4749291,10.3261355,50.0
633.7117569999999,55.4749291,10.3261357,50.0
633.912879,55.474928999999996,10.3261357,50.0
634.113402,55.474928899999995,10.3261358,50.0
634.315062,55.474928899999995,10.3261358,50.0
634.5129009999999,55.4749288,10.326135899999999,50.0
634.712603,55.4749288,10.326135899999999,50.0
634.909646,55.4749288,10.3261361,50.0
635.1128739999999,55.4749287,10.326136199999999,50.0
635.313555,55.4749287,10.3261363,50.0
635.507877,55.4749286,10.3261364,50.0
635.705558,55.4749286,10.326136499999999,50.0
635.925489,55.4749285,10.3261366,50.0
636.109029,55.4749285,10.326136799999999,50.0
636.3088789999999,55.474928399999996,10.326136799999999,50.0
636.514094,55.474928299999995,10.3261369,50.0
636.707893,55.474928299999995,10.3261369,50.0
636.913354,55.4749282,10.326137,50.0
637.1128749999999,55.4749281,10.3261371,50.0
637.313035,55.4749281,10.3261371,50.0
637.507017,55.474928,10.3261371,50.0
637.712182,55.474928,10.3261372,50.0
637.91522,55.4749279,10.3261371,50.0
638.1128679999999,55.4749279,10.3261371,50.0
638.3203579999999,55.4749279,10.3261371,50.0
638.504997,55.4749279,10.3261371,50.0
638.7093709999999,55.474927799999996,10.3261371,50.0
