time,lat,lon,alt
215.321983,55.474910599999994,10.3262068,50.0
215.523721,55.474910599999994,10.3262068,50.0
215.713879,55.474910599999994,10.3262068,50.0
215.932887,55.474910599999994,10.3262068,50.0
216.17112899999998,55.474910599999994,10.3262068,50.0
216.30970399999998,55.474910599999994,10.3262067,50.0
216.51477699999998,55.474910599999994,10.3262068,50.0
216.71722599999998,55.474910599999994,10.3262068,50.0
216.915153,55.474910599999994,10.3262068,50.0
217.11747799999998,55.474910599999994,10.3262068,50.0
217.320282,55.4749105,10.3262068,50.0
217.51589099999998,55.474910599999994,10.3262068,50.0
217.717798,55.474910599999994,10.3262068,50.0
217.930953,55.474910599999994,10.3262068,50.0
218.170887,55.474910599999994,10.3262068,50.0
218.320879,55.474910599999994,10.3262068,50.0
218.520883,55.474910599999994,10.326206899999999,50.0
218.719879,55.474910599999994,10.326206899999999,50.0
218.921547,55.474910599999994,10.326206899999999,50.0
219.113877,55.4749105,10.326207,50.0
219.321578,55.4749105,10.326207,50.0
219.520004,55.474910599999994,10.326207,50.0
219.722245,55.474910599999994,10.326207,50.0
219.930751,55.4749105,10.326207,50.0
220.17126,55.4749105,10.3262071,50.0
220.31919499999998,55.4749105,10.3262071,50.0
220.510777,55.4749105,10.3262071,50.0
220.720883,55.4749105,10.3262071,50.0
220.919792,55.4749105,10.3262071,50.0
221.12103,55.4749105,10.3262071,50.0
221.319372,55.4749105,10.326207199999999,50.0
221.518024,55.4749105,10.3262071,50.0
221.72787599999998,55.474910599999994,10.326207199999999,50.0
221.929957,55.4749105,10.326207199999999,50.0
222.120097,55.4749105,10.326207199999999,50.0
222.31988199999998,55.4749105,10.3262073,50.0
222.519131,55.474910599999994,10.3262073,50.0
222.71473899999998,55.474910599999994,10.3262074,50.0
222.91787699999998,55.474910599999994,10.3262074,50.0
223.119878,55.474910599999994,10.326207499999999,50.0
223.313828,55.474910599999994,10.326207499999999,50.0
223.51788299999998,55.474910599999994,10.326207499999999,50.0
223.71689899999998,55.474910599999994,10.3262076,50.0
223.92689199999998,55.4749105,10.326207499999999,50.0
224.119889,55.474910599999994,10.3262076,50.0
224.31706599999998,55.474910599999994,10.3262077,50.0
224.51582599999998,55.474910599999994,10.3262077,50.0
224.71212799999998,55.474910599999994,10.3262077,50.0
224.919886,55.474910599999994,10.326207799999999,50.0
225.11687799999999,55.474910599999994,10.326207799999999,50.0
225.320069,55.474910599999994,10.326207799999999,50.0
225.520876,55.474910699999995,10.3262079,50.0
225.71873599999998,55.474910599999994,10.3262079,50.0
225.92091,55.474910599999994,10.3262079,50.0
226.117878,55.474910599999994,10.326208,50.0
226.316015,55.474910699999995,10.326208099999999,50.0
226.517383,55.474910599999994,10.326208099999999,50.0
226.715475,55.474910699999995,10.3262082,50.0
226.912884,55.474910699999995,10.3262082,50.0
227.118937,55.474910599999994,10.326208099999999,50.0
227.31588,55.474910699999995,10.3262083,50.0
227.51391099999998,55.474910699999995,10.326208399999999,50.0
227.714877,55.474910699999995,10.3262082,50.0
227.93233899999998,55.474910599999994,10.3262082,50.0
228.115873,55.474910599999994,10.3262083,50.0
228.30789,55.474910599999994,10.3262083,50.0
228.515978,55.474910599999994,10.3262082,50.0
228.716285,55.474910599999994,10.326208399999999,50.0
228.910358,55.474910599999994,10.3262085,50.0
229.107879,55.474910599999994,10.326208399999999,50.0
229.30588699999998,55.474910599999994,10.3262083,50.0
229.510879,55.474910599999994,10.3262086,50.0
229.708938,55.474910599999994,10.3262085,50.0
229.92040599999999,55.4749105,10.3262086,50.0
230.10290799999999,55.474910599999994,10.3262083,50.0
230.311904,55.474910599999994,10.3262083,50.0
230.512914,55.4749105,10.3262083,50.0
230.71152899999998,55.4749105,10.3262083,50.0
230.92039699999998,55.4749104,10.326208399999999,50.0
231.113563,55.4749104,10.3262085,50.0
231.311826,55.4749103,10.3262085,50.0
231.509874,55.4749103,10.326208399999999,50.0
231.711875,55.4749103,10.3262085,50.0
231.922034,55.4749103,10.3262085,50.0
232.11395399999998,55.4749103,10.3262085,50.0
232.31357899999998,55.4749103,10.3262085,50.0
232.51238099999998,55.4749102,10.3262085,50.0
232.70830099999998,55.4749102,10.3262086,50.0
232.90153899999999,55.474910099999995,10.3262085,50.0
233.119872,55.474910099999995,10.326208699999999,50.0
233.318905,55.474909999999994,10.326208699999999,50.0
233.512801,55.4749099,10.3262089,50.0
233.70993399999998,55.4749098,10.3262095,50.0
233.93406299999998,55.4749097,10.3262097,50.0
234.11236699999998,55.474909399999994,10.3262094,50.0
234.303212,55.474909399999994,10.3262094,50.0
234.50836099999998,55.4749093,10.3262092,50.0
234.70900899999998,55.4749092,10.3262092,50.0
234.912794,55.4749091,10.3262092,50.0
235.109454,55.474909,10.3262088,50.0
235.307795,55.474909,10.3262088,50.0
235.51091,55.474908899999996,10.3262089,50.0
235.71119299999998,55.474908799999994,10.3262088,50.0
235.917523,55.4749087,10.326208699999999,50.0
236.110906,55.4749087,10.326208699999999,50.0
236.30806099999998,55.4749086,10.3262088,50.0
236.510876,55.4749087,10.3262086,50.0
236.711198,55.4749086,10.3262086,50.0
236.909066,55.4749086,10.3262086,50.0
237.112302,55.4749087,10.3262086,50.0
237.30906,55.4749087,10.326208699999999,50.0
237.511875,55.4749086,10.3262086,50.0
237.712788,55.4749085,10.326208699999999,50.0
237.919312,55.4749087,10.3262093,50.0
238.1119,55.474908799999994,10.3262094,50.0
238.314134,55.4749087,10.3262097,50.0
238.51387499999998,55.4749087,10.3262096,50.0
238.71041,55.4749087,10.3262095,50.0
238.91603999999998,55.4749087,10.3262094,50.0
239.11987499999998,55.4749085,10.326209,50.0
239.317524,55.4749085,10.3262092,50.0
239.511013,55.4749087,10.3262092,50.0
239.71790199999998,55.474908799999994,10.3262092,50.0
239.926877,55.4749087,10.3262092,50.0
240.127391,55.4749087,10.3262091,50.0
240.30895099999998,55.474908799999994,10.3262091,50.0
240.50992,55.474908799999994,10.326209,50.0
240.71432299999998,55.4749086,10.3262095,50.0
240.918592,55.4749086,10.3262095,50.0
241.11818699999998,55.4749086,10.3262092,50.0
241.31428799999998,55.4749085,10.3262093,50.0
241.514873,55.4749085,10.3262095,50.0
241.71808299999998,55.4749084,10.3262095,50.0
241.930028,55.4749086,10.3262092,50.0
242.11343499999998,55.4749086,10.3262092,50.0
242.32755699999998,55.4749087,10.3262091,50.0
242.525331,55.474908799999994,10.3262089,50.0
242.73588099999998,55.474908899999996,10.3262092,50.0
242.931693,55.474908899999996,10.3262094,50.0
243.13305599999998,55.474908899999996,10.3262092,50.0
243.319233,55.474908799999994,10.3262092,50.0
243.530914,55.474908799999994,10.3262093,50.0
243.72939799999997,55.474908899999996,10.3262094,50.0
243.94087499999998,55.474908799999994,10.3262091,50.0
244.132882,55.474908799999994,10.3262091,50.0
244.320965,55.4749087,10.3262091,50.0
244.52087899999998,55.4749087,10.3262091,50.0
244.71729599999998,55.4749087,10.3262091,50.0
244.91701999999998,55.4749087,10.3262092,50.0
245.124515,55.4749085,10.3262091,50.0
245.331054,55.4749085,10.3262093,50.0
245.529,55.4749085,10.3262093,50.0
245.73136,55.4749084,10.3262095,50.0
245.928247,55.4749085,10.3262094,50.0
246.129875,55.4749084,10.3262096,50.0
246.324515,55.4749084,10.3262095,50.0
246.53186399999998,55.474908299999996,10.3262095,50.0
246.729875,55.474908299999996,10.3262095,50.0
246.921193,55.4749081,10.3262094,50.0
247.122728,55.474908,10.3262094,50.0
247.32091699999998,55.4749079,10.3262094,50.0
247.52102299999999,55.4749079,10.3262096,50.0
247.724078,55.4749079,10.3262095,50.0
247.922218,55.4749079,10.3262095,50.0
248.119467,55.4749079,10.3262095,50.0
248.319967,55.4749079,10.3262095,50.0
248.50987999999998,55.4749079,10.3262094,50.0
248.722267,55.4749079,10.3262093,50.0
248.918907,55.4749079,10.3262092,50.0
249.118045,55.4749078,10.3262092,50.0
249.32206499999998,55.4749079,10.3262091,50.0
249.519883,55.474908,10.326209,50.0
