lat,lon,alt
55.4749311,10.3261345,50.0
55.4749294,10.3261352,50.0
55.474927999999984,10.326137200000002,50.0
55.4749271,10.3261371,50.0
55.474928399999996,10.3261381,50.0
55.4749293,10.326137200000002,50.0
55.474930399999984,10.3261374,50.0
55.4749306,10.3261363,50.0
55.47493,10.3261369,50.0
55.4749279,10.3261364,50.0
55.47492639999999,10.3261384,50.0
55.4749288,10.3261389,50.0
55.4749285,10.3261367,50.0
55.4749281,10.326137100000002,50.0
55.47492809999999,10.3261384,50.0
55.474930199999996,10.3261448,50.0
55.474938400000006,10.326163799999998,50.0
55.47496089999999,10.3262112,50.0
55.474965799999985,10.326220099999999,50.0
55.47496699999998,10.326220899999997,50.0
55.47496189999999,10.326207,50.0
55.474927799999996,10.3261305,50.0
55.474907599999995,10.3260839,50.0
55.474882,10.326026899999999,50.0
55.4748773,10.326018300000001,50.0
55.4748786,10.3260156,50.0
55.4748959,10.3259919,50.0
55.474930699999994,10.325945299999999,50.0
55.474960799999984,10.325909099999999,50.0
55.47499849999999,10.325861999999999,50.0
55.47500869999998,10.325850599999999,50.0
55.4750224,10.325833900000001,50.0
55.4750254,10.325831599999999,50.0
55.475026599999985,10.3258314,50.0
55.4750301,10.3258352,50.0
55.47507729999999,10.3259265,50.0
55.47507909999999,10.3259289,50.0
55.47508,10.3259288,50.0
55.47508440000001,10.3259238,50.0
55.475095799999984,10.325908699999998,50.0
55.47520480000001,10.3257584,50.0
55.47524199999999,10.325709099999997,50.0
55.47524729999999,10.325703800000001,50.0
55.4752503,10.3257048,50.0
55.47525499999999,10.3257108,50.0
55.4753081,10.325804699999999,50.0
55.47533430000001,10.3258485,50.0
55.4753445,10.325864499999998,50.0
55.47535399999999,10.325878399999999,50.0
55.475366099999995,10.325893899999999,50.0
55.4753695,10.325897699999999,50.0
55.4753834,10.325909,50.0
55.47538709999999,10.325913099999998,50.0
55.475387000000005,10.325914899999999,50.0
55.47538589999999,10.3259176,50.0
55.47537709999999,10.325934199999997,50.0
55.475348999999994,10.325975699999999,50.0
55.47527170000001,10.326084999999999,50.0
55.475233499999995,10.3261376,50.0
55.47519369999999,10.326191,50.0
55.475173399999996,10.3262173,50.0
55.47510799999999,10.326297899999998,50.0
55.47508379999999,10.3263266,50.0
55.47504819999999,10.326367199999998,50.0
55.47504179999999,10.326373899999998,50.0
55.4750358,10.326379099999999,50.0
55.47503229999999,10.3263803,50.0
55.47503129999999,10.3263799,50.0
55.475030199999985,10.326379399999999,50.0
55.47502649999999,10.326375299999999,50.0
55.4750163,10.326358299999997,50.0
55.47500759999999,10.3263413,50.0
55.474984500000005,10.3262936,50.0
55.4749233,10.326162,50.0
55.47491409999999,10.326145499999999,50.0
55.4749135,10.326143799999999,50.0
55.47491359999999,10.3261428,50.0
55.47491559999999,10.326138,50.0
55.474939899999995,10.326104400000002,50.0
55.475019499999995,10.325997500000001,50.0
55.4750781,10.325915499999999,50.0
55.47513669999999,10.325835500000002,50.0
55.475164299999996,10.325798599999997,50.0
55.475167299999995,10.325795299999998,50.0
55.4751699,10.3257987,50.0
55.47517589999998,10.325811500000002,50.0
55.47519359999999,10.325846199999999,50.0
55.4752403,10.325932,50.0
55.4752486,10.3259458,50.0
55.4752563,10.3259572,50.0
55.47526039999999,10.3259618,50.0
55.47526499999999,10.325965299999998,50.0
55.4752655,10.325966599999997,50.0
55.475255299999986,10.325983099999998,50.0
55.475230999999994,10.326017900000002,50.0
55.475182000000004,10.326085299999999,50.0
55.475124300000004,10.326166899999999,50.0
55.475077699999986,10.3262309,50.0
55.47504369999999,10.326276199999999,50.0
55.47502779999999,10.326296099999999,50.0
55.4750186,10.326306499999998,50.0
55.47501559999998,10.326309,50.0
55.475013399999995,10.326309499999999,50.0
55.47500979999999,10.3263043,50.0
55.4750065,10.326298,50.0
55.47498379999999,10.326248999999997,50.0
55.47494729999998,10.326167,50.0
55.47493519999999,10.326138,50.0
55.474931899999994,10.3261285,50.0
55.474927,10.326110199999999,50.0
55.47492439999999,10.3260925,50.0
55.4749239,10.3260838,50.0
55.47492420000001,10.3260753,50.0
55.4749261,10.3260588,50.0
55.4749302,10.3260426,50.0
55.47493289999999,10.326034499999999,50.0
55.47493589999999,10.3260264,50.0
55.4749432,10.3260098,50.0
55.4749572,10.325983899999999,50.0
55.47497369999999,10.325956699999999,50.0
55.474996999999995,10.3259218,50.0
55.47501599999999,10.3258958,50.0
55.475043299999996,10.3258606,50.0
55.4750902,10.325802399999999,50.0
55.475103100000005,10.3257874,50.0
55.47512299999999,10.325765999999998,50.0
55.475143900000006,10.3257458,50.0
55.4751658,10.3257271,50.0
55.47520439999999,10.325699399999998,50.0
55.47524419999999,10.3256745,50.0
55.47526039999999,10.325665299999999,50.0
55.47528569999999,10.3256526,50.0
55.475303200000006,10.325645100000001,50.0
55.47532119999999,10.3256385,50.0
55.4753493,10.325631299999998,50.0
55.4753591,10.3256296,50.0
55.47537929999999,10.3256278,50.0
55.47540029999999,10.325629099999999,50.0
55.4754113,10.325631399999999,50.0
55.47542269999998,10.325634799999998,50.0
55.47544619999999,10.3256447,50.0
55.4754704,10.3256563,50.0
55.47549450000001,10.325669099999999,50.0
55.4755174,10.325679599999999,50.0
