time,x,y,alt,utm_epsg
626.3489509999999,583823.2566080706,6148442.623048548,50.0,32632
626.510855,583823.2568203028,6148442.611920839,50.0,32632
626.711876,583823.2568203028,6148442.611920839,50.0,32632
626.909035,583823.257032535,6148442.600793133,50.0,32632
627.108883,583823.2633530035,6148442.600913679,50.0,32632
627.313985,583823.2572447674,6148442.589665426,50.0,32632
627.513485,583823.2635652358,6148442.589785973,50.0,32632
627.714613,583823.2637774681,6148442.578658264,50.0,32632
627.9346489999999,583823.2637774681,6148442.578658264,50.0,32632
628.122951,583823.2639897004,6148442.567530557,50.0,32632
628.313546,583823.2703101689,6148442.567651103,50.0,32632
628.511807,583823.2705224012,6148442.556523396,50.0,32632
628.717006,583823.2707346334,6148442.545395687,50.0,32632
628.914496,583823.2707346334,6148442.545395687,50.0,32632
629.134098,583823.2709468658,6148442.53426798,50.0,32632
629.309815,583823.2709468658,6148442.53426798,50.0,32632
629.5108789999999,583823.2774795668,6148442.523260818,50.0,32632
629.716876,583823.2774795668,6148442.523260818,50.0,32632
629.918999,583823.2840122676,6148442.512253659,50.0,32632
630.109471,583823.2842245,6148442.50112595,50.0,32632
630.308909,583823.2842245,6148442.50112595,50.0,32632
630.507537,583823.2907572009,6148442.4901187895,50.0,32632
630.711875,583823.2907572009,6148442.4901187895,50.0,32632
630.91198,583823.2844367323,6148442.489998243,50.0,32632
631.1078769999999,583823.2909694333,6148442.478991081,50.0,32632
631.306917,583823.2972899019,6148442.479111628,50.0,32632
631.512874,583823.2911816656,6148442.467863373,50.0,32632
631.709884,583823.2911816656,6148442.467863373,50.0,32632
631.911887,583823.2977143667,6148442.456856213,50.0,32632
632.108205,583823.3042470678,6148442.445849052,50.0,32632
632.313224,583823.3044593001,6148442.434721345,50.0,32632
632.508918,583823.3107797687,6148442.434841891,50.0,32632
632.713026,583823.3044593001,6148442.434721345,50.0,32632
632.9098839999999,583823.3109920012,6148442.423714183,50.0,32632
633.1120179999999,583823.3175247024,6148442.412707022,50.0,32632
633.30889,583823.3175247024,6148442.412707022,50.0,32632
633.514876,583823.3240574035,6148442.4016998615,50.0,32632
633.7117569999999,583823.3366983411,6148442.401940956,50.0,32632
633.912879,583823.3369105735,6148442.390813248,50.0,32632
634.113402,583823.3434432747,6148442.379806086,50.0,32632
634.315062,583823.3434432747,6148442.379806086,50.0,32632
